x1,x2,x3,group,target
25.0,0.6354456616817501,4.7530357346877805,C,3.7688786830039067
-0.13826430117118466,-30.0,2.8671894406164307,C,-3.53574115219353
0.6476885381006925,3.6220338106103656,80.0,A,-1.6699889090226807
1.5230298564080254,0.8510447543076054,2.2422276098915987,C,4.801108735385984
-0.23415337472333597,3.3487265809420506,1.4660538584903227,A,-3.6160292253912174
-0.23413695694918055,2.5778932977110975,1.6433227268495798,A,-2.947208647836209
1.5792128155073915,3.1508842239922856,3.362592280385192,A,1.6920800153622895
0.7674347291529088,4.655510175715526,3.7618726471884,C,-1.2139930248300839
-0.4694743859349521,1.6564566375959813,3.9578952186292424,A,-2.523943949198641
0.5425600435859647,0.9447693698995148,3.9480907139727694,B,2.677985647472751
-0.46341769281246226,0.7546797985242675,0.45603051524345184,C,-1.910713241621084
-0.46572975357025687,0.8578656010483865,2.472101523512907,C,-2.0090746349692976
0.24196227156603412,1.8920576068202541,0.2877938000832214,C,-1.500186728859698
-1.913280244657798,2.4776127647433013,2.7476444116186776,C,-8.384341172608483
-1.7249178325130328,2.3873671190620267,2.207652506866885,B,-7.3003873506270835
-0.5622875292409727,3.1580565486504333,4.438520913791499,C,-2.9246885392692468
-1.0128311203344238,2.0182026486290696,1.7545750627603933,C,-5.350688101259302
0.3142473325952739,4.034947708020244,0.5853350821380293,A,-2.8962890723514745
-0.9080240755212109,1.6294804334668616,0.7149584102641793,C,-4.730276725399216
-1.4123037013352915,5.808236833225466,3.8075531585873614,B,-9.861134796743407
1.465648768921554,2.8759342868710087,3.0910903165813055,B,2.6987662556506513
-0.22577630048653566,0.7999794210172044,0.5056133806139512,B,-2.0213615658818833
0.06752820468792384,0.5007505027144428,0.42053403057498717,B,-0.4987112689628452
-1.4247481862134568,2.6754613813404595,3.5048456572955997,C,-6.818990187992636
-0.5443827245251827,1.6871521005438088,0.36381503182096764,C,-2.2735309366005536
0.11092258970986608,2.999600691728929,4.1093002964517815,B,-1.279730224066501
-1.1509935774223028,2.6625326744029625,3.531211135782481,B,-5.619316240077187
0.37569801834567196,1.898039522280378,0.4067439032094988,C,-0.5945243080779329
-0.600638689918805,0.8144887947042332,0.4241885704259596,B,-2.7157028835589467
-0.2916937497932768,-0.12078611456021049,4.933197892505877,A,1.040142123960163
-0.6017066122293969,1.3748790671061706,1.8713539787806015,B,-2.3207865214125625
1.8522781845089378,3.198958312052861,1.8532107353344545,B,3.6042249673326188
-0.013497224737933921,2.2997312417822857,4.063997836287513,A,-1.2655970391732143
-1.0577109289559004,0.25596570980321687,4.736242886919293,A,-2.1172310430615107
0.822544912103189,2.2424532961916546,4.930005319114354,C,1.9724162022741405
-1.2208436499710222,2.5394443316203716,3.766890926294708,C,-6.574484773013149
0.2088635950047554,0.7625995893184139,1.881297927654579,A,-0.32709151049233764
-1.9596701238797756,2.2152151483237392,0.4175035834933438,A,-7.720555065707343
-1.3281860488984305,2.0814922058243996,3.885734579637184,C,-3.998562322926174
0.19686123586912352,0.3998415830371278,2.792021248679025,B,1.1575170891781377
0.7384665799954104,2.5009023044875964,2.1211100462348815,A,0.8064787173763697
0.1713682811899705,2.785098336915528,4.53177192547368,C,-0.5157708078835819
-0.11564828238824053,3.516271740445388,0.5559874115307567,B,-2.168249968446851
-0.3011036955892888,3.475322872848864,2.4631255214542955,A,-3.1293918305770108
-1.4785219903674274,0.0712628848600727,0.056768223837095344,B,-4.86370280787547
-0.7198442083947086,0.6870449441188282,2.3433032099706312,C,-2.6952538857657813
-0.4606387709597875,2.7210493740921238,0.28151637840918675,A,-5.318459619363525
1.0571222262189157,2.7193003312770925,0.5940895813403596,B,0.751274773552206
0.3436182895684614,2.721066760828467,0.5876312338855244,A,-2.1123528639086095
-1.763040155362734,7.393824086916609,3.246051510580318,B,-13.329866614295495
0.324083969394795,2.7992467149704336,3.7302243963271167,C,-0.9379566564188024
-0.38508228041631654,3.589791896252838,2.916843825485798,C,-4.663225655184653
-0.6769220003059587,3.335602468890483,4.810862742372709,A,-2.898683038765977
0.6116762888408679,2.911947751828117,1.8743528976185204,B,0.0329466104969266
1.030999522495951,1.558623057503516,1.4285604314093037,A,2.1513536965069266
0.9312801191161986,3.062556908690574,4.342995640947302,A,2.2364485213251397
-0.8392175232226385,0.9180446996473997,1.117979192597263,B,-3.201732582297107
-0.3092123758512146,1.6684539505639875,4.816112697203057,B,-1.4151043902600087
0.33126343140356396,1.3204910330392552,0.06077237344908171,B,0.5456862398896507
0.9755451271223592,2.1146237951408517,4.849394133538195,C,3.0587619117626854
-0.47917423784528995,5.240521993342912,0.21579955975288057,A,-7.833959622476853
-0.18565897666381712,-0.6141712696284469,4.455715568490356,A,1.7495626918130545
-1.1063349740060282,2.960764266524319,2.6385055454314994,C,-6.267081343854295
-1.1962066240806708,-0.2578022196655123,4.964823980596502,B,-2.3880290017660837
0.812525822394198,1.339295387894793,0.3689828236769943,C,1.8301573629669439
1.356240028570823,3.5245308357543124,2.7692714220066037,C,2.716342725181609
-0.07201012158033385,2.089992026733648,4.846512678095495,C,-1.4299590915173677
1.0035328978920242,0.4911573108989715,2.615489220850744,A,4.055009461620249
0.36163602504763415,0.9985748070360445,3.1469931906763127,C,0.9272147272102091
