x1,x2,x3,group,target
0.4967141530112327,2.8759342868710087,3.7302243963271167,B,-0.4698963979368344
-0.13826430117118466,0.7999794210172044,2.916843825485798,C,-0.8046143988410336
0.6476885381006925,0.5007505027144428,4.810862742372709,C,4.458407846928952
1.5230298564080254,2.6754613813404595,1.8743528976185204,B,3.2094130342482545
-0.23415337472333597,1.6871521005438088,1.4285604314093037,B,-2.038517521939114
-0.23413695694918055,2.999600691728929,4.342995640947302,B,-1.4236342834262632
1.5792128155073915,2.6625326744029625,1.117979192597263,A,2.61830772940787
0.7674347291529088,1.898039522280378,4.816112697203057,B,1.7776222168651565
-0.4694743859349521,0.8144887947042332,0.06077237344908171,B,-1.4600723134250762
0.5425600435859647,-0.12078611456021049,4.849394133538195,B,4.132160545117392
-0.46341769281246226,1.3748790671061706,0.21579955975288057,C,-3.5313314595113887
-0.46572975357025687,3.198958312052861,4.455715568490356,C,-3.3411063341369918
0.24196227156603412,2.2997312417822857,2.6385055454314994,A,-1.22539383080746
-1.913280244657798,0.25596570980321687,4.964823980596502,A,-5.247809310028493
-1.7249178325130328,2.2424532961916546,0.3689828236769943,C,-7.283136031862743
-0.5622875292409727,2.5394443316203716,2.7692714220066037,C,-2.339350305268802
-1.0128311203344238,0.7625995893184139,4.846512678095495,C,-2.9804546063736983
0.3142473325952739,2.2152151483237392,2.615489220850744,B,-0.04716796849659677
-0.9080240755212109,2.0814922058243996,3.1469931906763127,B,-4.326906733277286
-1.4123037013352915,0.3998415830371278,3.4787434449230856,C,-3.8599754379033575
1.465648768921554,2.5009023044875964,2.272705323838866,B,2.492729300604842
-0.22577630048653566,2.785098336915528,3.137790400420317,B,-3.049370633803758
0.06752820468792384,3.516271740445388,2.921571559615501,A,-2.4540670588754736
-1.4247481862134568,3.475322872848864,4.505790052454945,C,-7.078303404881457
-0.5443827245251827,0.0712628848600727,0.22723190170728935,C,-1.5672470356758454
0.11092258970986608,0.6870449441188282,1.4048159479611515,B,0.1309863620558389
-1.1509935774223028,2.7210493740921238,4.752057420382794,C,-4.918879619219434
0.37569801834567196,2.7193003312770925,4.4513189194545815,A,-0.5530073351417778
-0.600638689918805,2.721066760828467,2.278283763928565,A,-4.349966537421063
